Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2011,S08000017,,45-64 years,,Female,,Stroke,0,,0,,0
2011,S08000017,,45-64 years,,Female,,Subarachnoid Haemorrhage,1,,4.294979,,4.283992
2011,S08000017,,65-74 years,,All,d,Cerebrovascular Disease,22,,121.5067,,121.7117
2011,S08000017,,65-74 years,,All,d,Stroke,13,,71.7994,,72.36399
2011,S08000017,,65-74 years,,All,d,Subarachnoid Haemorrhage,2,,11.04606,,11.50425
2011,S08000017,,65-74 years,,Male,,Cerebrovascular Disease,11,,125.9879,,126.0077
2011,S08000017,,65-74 years,,Male,,Stroke,6,,68.72065,,69.0255
2011,S08000017,,65-74 years,,Male,,Subarachnoid Haemorrhage,2,,22.90688,,23.0085
2011,S08000017,,65-74 years,,Female,,Cerebrovascular Disease,11,,117.3333,,117.4156
2011,S08000017,,65-74 years,,Female,,Stroke,7,,74.66667,,75.70249
2011,S08000017,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000017,,under75 years,d,All,d,Cerebrovascular Disease,28,,20.55619,,17.92561
2011,S08000017,,under75 years,d,All,d,Stroke,15,,11.01225,,9.619404
2011,S08000017,,under75 years,d,All,d,Subarachnoid Haemorrhage,4,,2.936599,,2.633533
2011,S08000017,,under75 years,d,Male,,Cerebrovascular Disease,15,,22.36836,,19.80819
2011,S08000017,,under75 years,d,Male,,Stroke,8,,11.92979,,10.50391
2011,S08000017,,under75 years,d,Male,,Subarachnoid Haemorrhage,3,,4.473672,,4.01953
2011,S08000017,,under75 years,d,Female,,Cerebrovascular Disease,13,,18.7989,,16.04303
2011,S08000017,,under75 years,d,Female,,Stroke,7,,10.12248,,8.734902
2011,S08000017,,under75 years,d,Female,,Subarachnoid Haemorrhage,1,,1.446069,,1.247536
2011,S08000017,,75plus years,,All,d,Cerebrovascular Disease,120,,789.5776,,800.5336
2011,S08000017,,75plus years,,All,d,Stroke,77,,506.6456,,520.1649
2011,S08000017,,75plus years,,All,d,Subarachnoid Haemorrhage,1,,6.579813,,5.109966
2011,S08000017,,75plus years,,Male,,Cerebrovascular Disease,40,,632.9114,,725.6612
2011,S08000017,,75plus years,,Male,,Stroke,24,,379.7468,,455.5169
2011,S08000017,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000017,,75plus years,,Female,,Cerebrovascular Disease,80,,901.1039,,875.4059
2011,S08000017,,75plus years,,Female,,Stroke,53,,596.9813,,584.813
2011,S08000017,,75plus years,,Female,,Subarachnoid Haemorrhage,1,,11.2638,,10.21993
2011,S08000018,,All,d,All,d,Cerebrovascular Disease,304,,83.21927,,94.90187
2011,S08000018,,All,d,All,d,Stroke,182,,49.82206,,58.03294
2011,S08000018,,All,d,All,d,Subarachnoid Haemorrhage,12,,3.284971,,3.088796
2011,S08000018,,All,d,Male,,Cerebrovascular Disease,116,,65.54598,,95.22861
2011,S08000018,,All,d,Male,,Stroke,77,,43.50897,,62.84797
2011,S08000018,,All,d,Male,,Subarachnoid Haemorrhage,2,,1.130103,,1.093312
2011,S08000018,,All,d,Female,,Cerebrovascular Disease,188,,99.82743,,94.57512
2011,S08000018,,All,d,Female,,Stroke,105,,55.75468,,53.21792
2011,S08000018,,All,d,Female,,Subarachnoid Haemorrhage,10,,5.309969,,5.08428
2011,S08000018,,0-44 years,,All,d,Cerebrovascular Disease,1,,0.503781,,0.48272
2011,S08000018,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000018,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000018,,0-44 years,,Male,,Cerebrovascular Disease,1,,1.013983,,0.96544
2011,S08000018,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S08000018,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000018,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2011,S08000018,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S08000018,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000018,,45-64 years,,All,d,Cerebrovascular Disease,18,,17.61184,,17.42532
2011,S08000018,,45-64 years,,All,d,Stroke,11,,10.76279,,10.75705
2011,S08000018,,45-64 years,,All,d,Subarachnoid Haemorrhage,6,,5.870612,,5.735905
2011,S08000018,,45-64 years,,Male,,Cerebrovascular Disease,11,,22.04011,,21.56588
2011,S08000018,,45-64 years,,Male,,Stroke,9,,18.03282,,17.74622
2011,S08000018,,45-64 years,,Male,,Subarachnoid Haemorrhage,1,,2.003647,,1.954936
2011,S08000018,,45-64 years,,Female,,Cerebrovascular Disease,7,,13.3856,,13.28475
2011,S08000018,,45-64 years,,Female,,Stroke,2,,3.824457,,3.767879
2011,S08000018,,45-64 years,,Female,,Subarachnoid Haemorrhage,5,,9.561144,,9.516873
2011,S08000018,,65-74 years,,All,d,Cerebrovascular Disease,43,,121.2497,,126.3461
2011,S08000018,,65-74 years,,All,d,Stroke,25,,70.49402,,74.05771
2011,S08000018,,65-74 years,,All,d,Subarachnoid Haemorrhage,4,,11.27904,,10.38393
2011,S08000018,,65-74 years,,Male,,Cerebrovascular Disease,25,,148.6856,,153.2675
2011,S08000018,,65-74 years,,Male,,Stroke,18,,107.0536,,109.4831
2011,S08000018,,65-74 years,,Male,,Subarachnoid Haemorrhage,1,,5.947425,,5.478606
2011,S08000018,,65-74 years,,Female,,Cerebrovascular Disease,18,,96.51475,,99.4247
2011,S08000018,,65-74 years,,Female,,Stroke,7,,37.53351,,38.6323
2011,S08000018,,65-74 years,,Female,,Subarachnoid Haemorrhage,3,,16.08579,,15.28924
2011,S08000018,,under75 years,d,All,d,Cerebrovascular Disease,62,,18.44321,,19.93925
2011,S08000018,,under75 years,d,All,d,Stroke,36,,10.70896,,11.67767
2011,S08000018,,under75 years,d,All,d,Subarachnoid Haemorrhage,10,,2.974712,,2.868491
2011,S08000018,,under75 years,d,Male,,Cerebrovascular Disease,37,,22.37759,,24.53778
2011,S08000018,,under75 years,d,Male,,Stroke,27,,16.32959,,17.80052
2011,S08000018,,under75 years,d,Male,,Subarachnoid Haemorrhage,2,,1.209599,,1.201441
2011,S08000018,,under75 years,d,Female,,Cerebrovascular Disease,25,,14.63503,,15.34072
2011,S08000018,,under75 years,d,Female,,Stroke,9,,5.268611,,5.554813
2011,S08000018,,under75 years,d,Female,,Subarachnoid Haemorrhage,8,,4.68321,,4.535541
2011,S08000018,,75plus years,,All,d,Cerebrovascular Disease,242,,830.6731,,852.8572
2011,S08000018,,75plus years,,All,d,Stroke,146,,501.1499,,526.7363
2011,S08000018,,75plus years,,All,d,Subarachnoid Haemorrhage,2,,6.865067,,5.316321
2011,S08000018,,75plus years,,Male,,Cerebrovascular Disease,79,,679.2193,,809.9915
2011,S08000018,,75plus years,,Male,,Stroke,50,,429.8857,,518.3277
2011,S08000018,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000018,,75plus years,,Female,,Cerebrovascular Disease,163,,931.3221,,895.723
2011,S08000018,,75plus years,,Female,,Stroke,96,,548.5087,,535.1449
2011,S08000018,,75plus years,,Female,,Subarachnoid Haemorrhage,2,,11.42727,,10.63264
2011,S08000019,,All,d,All,d,Cerebrovascular Disease,252,,84.54106,,104.375
2011,S08000019,,All,d,All,d,Stroke,146,,48.98014,,58.22925
2011,S08000019,,All,d,All,d,Subarachnoid Haemorrhage,6,,2.012882,,1.962299
2011,S08000019,,All,d,Male,,Cerebrovascular Disease,86,,59.41689,,95.46295
2011,S08000019,,All,d,Male,,Stroke,38,,26.25397,,43.30725
2011,S08000019,,All,d,Male,,Subarachnoid Haemorrhage,4,,2.763576,,2.668392
2011,S08000019,,All,d,Female,,Cerebrovascular Disease,166,,108.2562,,113.287
2011,S08000019,,All,d,Female,,Stroke,108,,70.43172,,73.15124
2011,S08000019,,All,d,Female,,Subarachnoid Haemorrhage,2,,1.304291,,1.256206
2011,S08000019,,0-44 years,,All,d,Cerebrovascular Disease,6,,3.616201,,3.716827
2011,S08000019,,0-44 years,,All,d,Stroke,3,,1.8081,,1.847505
2011,S08000019,,0-44 years,,All,d,Subarachnoid Haemorrhage,3,,1.8081,,1.869322
2011,S08000019,,0-44 years,,Male,,Cerebrovascular Disease,2,,2.424507,,2.541513
2011,S08000019,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S08000019,,0-44 years,,Male,,Subarachnoid Haemorrhage,2,,2.424507,,2.541513
2011,S08000019,,0-44 years,,Female,,Cerebrovascular Disease,4,,4.794496,,4.89214
2011,S08000019,,0-44 years,,Female,,Stroke,3,,3.595872,,3.69501
2011,S08000019,,0-44 years,,Female,,Subarachnoid Haemorrhage,1,,1.198624,,1.19713
2011,S08000019,,45-64 years,,All,d,Cerebrovascular Disease,14,,16.926,,17.57578
2011,S08000019,,45-64 years,,All,d,Stroke,6,,7.253999,,7.779902
2011,S08000019,,45-64 years,,All,d,Subarachnoid Haemorrhage,2,,2.418,,2.445235
2011,S08000019,,45-64 years,,Male,,Cerebrovascular Disease,7,,17.23204,,18.32059
2011,S08000019,,45-64 years,,Male,,Stroke,3,,7.385161,,8.284723
2011,S08000019,,45-64 years,,Male,,Subarachnoid Haemorrhage,2,,4.923441,,4.89047
2011,S08000019,,45-64 years,,Female,,Cerebrovascular Disease,7,,16.63063,,16.83097
2011,S08000019,,45-64 years,,Female,,Stroke,3,,7.127414,,7.275082
2011,S08000019,,45-64 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000019,,65-74 years,,All,d,Cerebrovascular Disease,27,,97.57155,,104.4327
2011,S08000019,,65-74 years,,All,d,Stroke,15,,54.20642,,57.37143
2011,S08000019,,65-74 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000019,,65-74 years,,Male,,Cerebrovascular Disease,20,,154.5834,,160.7096
2011,S08000019,,65-74 years,,Male,,Stroke,9,,69.56253,,73.57141
2011,S08000019,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000019,,65-74 years,,Female,,Cerebrovascular Disease,7,,47.50916,,48.15576
2011,S08000019,,65-74 years,,Female,,Stroke,6,,40.72214,,41.17145
2011,S08000019,,65-74 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000019,,under75 years,d,All,d,Cerebrovascular Disease,47,,17.01019,,19.37374
2011,S08000019,,under75 years,d,All,d,Stroke,24,,8.686053,,9.981678
2011,S08000019,,under75 years,d,All,d,Subarachnoid Haemorrhage,5,,1.809594,,1.821342
2011,S08000019,,under75 years,d,Male,,Cerebrovascular Disease,29,,21.31554,,25.38669
2011,S08000019,,under75 years,d,Male,,Stroke,12,,8.820222,,10.90159
2011,S08000019,,under75 years,d,Male,,Subarachnoid Haemorrhage,4,,2.940074,,2.932299
2011,S08000019,,under75 years,d,Female,,Cerebrovascular Disease,18,,12.83386,,13.36079
2011,S08000019,,under75 years,d,Female,,Stroke,12,,8.555906,,9.061763
2011,S08000019,,under75 years,d,Female,,Subarachnoid Haemorrhage,1,,0.712992,,0.710385
2011,S08000019,,75plus years,,All,d,Cerebrovascular Disease,205,,941.4466,,963.8321
2011,S08000019,,75plus years,,All,d,Stroke,122,,560.2755,,546.0658
2011,S08000019,,75plus years,,All,d,Subarachnoid Haemorrhage,1,,4.592423,,3.387534
2011,S08000019,,75plus years,,Male,,Cerebrovascular Disease,57,,656.0018,,804.0119
2011,S08000019,,75plus years,,Male,,Stroke,26,,299.2289,,370.9644
2011,S08000019,,75plus years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000019,,75plus years,,Female,,Cerebrovascular Disease,148,,1130.98,,1123.652
2011,S08000019,,75plus years,,Female,,Stroke,96,,733.6084,,721.1671
2011,S08000019,,75plus years,,Female,,Subarachnoid Haemorrhage,1,,7.641755,,6.775068
2011,S08000020,,All,d,All,d,Cerebrovascular Disease,456,,80.05899,,97.86187
2011,S08000020,,All,d,All,d,Stroke,233,,40.90734,,47.85411
2011,S08000020,,All,d,All,d,Subarachnoid Haemorrhage,16,,2.809087,,3.044732
2011,S08000020,,All,d,Male,,Cerebrovascular Disease,171,,60.68736,,95.23468
2011,S08000020,,All,d,Male,,Stroke,83,,29.45644,,42.25211
2011,S08000020,,All,d,Male,,Subarachnoid Haemorrhage,5,,1.774484,,2.050461
2011,S08000020,,All,d,Female,,Cerebrovascular Disease,285,,99.02435,,100.4891
2011,S08000020,,All,d,Female,,Stroke,150,,52.11808,,53.45611
2011,S08000020,,All,d,Female,,Subarachnoid Haemorrhage,11,,3.821992,,4.039002
2011,S08000020,,0-44 years,,All,d,Cerebrovascular Disease,4,,1.237463,,1.243774
2011,S08000020,,0-44 years,,All,d,Stroke,2,,0.618731,,0.618297
2011,S08000020,,0-44 years,,All,d,Subarachnoid Haemorrhage,2,,0.618731,,0.625477
2011,S08000020,,0-44 years,,Male,,Cerebrovascular Disease,2,,1.218487,,1.259063
2011,S08000020,,0-44 years,,Male,,Stroke,1,,0.609243,,0.622352
2011,S08000020,,0-44 years,,Male,,Subarachnoid Haemorrhage,1,,0.609243,,0.636712
2011,S08000020,,0-44 years,,Female,,Cerebrovascular Disease,2,,1.257039,,1.228484
2011,S08000020,,0-44 years,,Female,,Stroke,1,,0.62852,,0.614242
2011,S08000020,,0-44 years,,Female,,Subarachnoid Haemorrhage,1,,0.62852,,0.614242
2011,S08000020,,45-64 years,,All,d,Cerebrovascular Disease,24,,15.42535,,15.63323
2011,S08000020,,45-64 years,,All,d,Stroke,15,,9.640846,,9.738391
2011,S08000020,,45-64 years,,All,d,Subarachnoid Haemorrhage,4,,2.570892,,2.578462
2011,S08000020,,45-64 years,,Male,,Cerebrovascular Disease,12,,15.46033,,15.71066
2011,S08000020,,45-64 years,,Male,,Stroke,11,,14.17197,,14.36561
2011,S08000020,,45-64 years,,Male,,Subarachnoid Haemorrhage,1,,1.288361,,1.345048
2011,S08000020,,45-64 years,,Female,,Cerebrovascular Disease,12,,15.39053,,15.5558
2011,S08000020,,45-64 years,,Female,,Stroke,4,,5.130178,,5.111174
2011,S08000020,,45-64 years,,Female,,Subarachnoid Haemorrhage,3,,3.847634,,3.811877
2011,S08000020,,65-74 years,,All,d,Cerebrovascular Disease,61,,125.1102,,130.0379
2011,S08000020,,65-74 years,,All,d,Stroke,38,,77.93753,,81.16394
2011,S08000020,,65-74 years,,All,d,Subarachnoid Haemorrhage,5,,10.25494,,10.0273
2011,S08000020,,65-74 years,,Male,,Cerebrovascular Disease,42,,180.4046,,183.9436
2011,S08000020,,65-74 years,,Male,,Stroke,25,,107.3837,,110.1142
2011,S08000020,,65-74 years,,Male,,Subarachnoid Haemorrhage,2,,8.590696,,8.095348
2011,S08000020,,65-74 years,,Female,,Cerebrovascular Disease,19,,74.58,,76.13216
2011,S08000020,,65-74 years,,Female,,Stroke,13,,51.02842,,52.21364
2011,S08000020,,65-74 years,,Female,,Subarachnoid Haemorrhage,3,,11.77579,,11.95926
2011,S08000020,,under75 years,d,All,d,Cerebrovascular Disease,89,,16.86926,,20.29496
2011,S08000020,,under75 years,d,All,d,Stroke,55,,10.42482,,12.56788
2011,S08000020,,under75 years,d,All,d,Subarachnoid Haemorrhage,11,,2.084964,,2.27903
2011,S08000020,,under75 years,d,Male,,Cerebrovascular Disease,56,,21.12913,,26.54647
2011,S08000020,,under75 years,d,Male,,Stroke,37,,13.96031,,17.25819
2011,S08000020,,under75 years,d,Male,,Subarachnoid Haemorrhage,4,,1.509223,,1.703598
2011,S08000020,,under75 years,d,Female,,Cerebrovascular Disease,33,,12.56903,,14.04346
2011,S08000020,,under75 years,d,Female,,Stroke,18,,6.855837,,7.877565
2011,S08000020,,under75 years,d,Female,,Subarachnoid Haemorrhage,7,,2.666159,,2.854462
2011,S08000020,,75plus years,,All,d,Cerebrovascular Disease,367,,873.9552,,882.1495
2011,S08000020,,75plus years,,All,d,Stroke,178,,423.8802,,404.6371
2011,S08000020,,75plus years,,All,d,Subarachnoid Haemorrhage,5,,11.90675,,10.78683
2011,S08000020,,75plus years,,Male,,Cerebrovascular Disease,115,,687.1826,,789.7487
2011,S08000020,,75plus years,,Male,,Stroke,46,,274.873,,294.9684
2011,S08000020,,75plus years,,Male,,Subarachnoid Haemorrhage,1,,5.9755,,5.55764
2011,S08000020,,75plus years,,Female,,Cerebrovascular Disease,252,,997.7037,,974.5502
2011,S08000020,,75plus years,,Female,,Stroke,132,,522.6067,,514.3058
2011,S08000020,,75plus years,,Female,,Subarachnoid Haemorrhage,4,,15.83657,,16.01602
2011,S08000022,,All,d,All,d,Cerebrovascular Disease,369,,114.7174,,120.2421
2011,S08000022,,All,d,All,d,Stroke,212,,65.9081,,68.38062
2011,S08000022,,All,d,All,d,Subarachnoid Haemorrhage,13,,4.041535,,3.780366
2011,S08000022,,All,d,Male,,Cerebrovascular Disease,135,,85.65555,,117.576
2011,S08000022,,All,d,Male,,Stroke,77,,48.85539,,65.92011
2011,S08000022,,All,d,Male,,Subarachnoid Haemorrhage,1,,0.634486,,0.739919
2011,S08000022,,All,d,Female,,Cerebrovascular Disease,234,,142.6377,,122.9083
2011,S08000022,,All,d,Female,,Stroke,135,,82.29098,,70.84113
2011,S08000022,,All,d,Female,,Subarachnoid Haemorrhage,12,,7.314754,,6.820813
2011,S08000022,,0-44 years,,All,d,Cerebrovascular Disease,0,,0,,0
2011,S08000022,,0-44 years,,All,d,Stroke,0,,0,,0
2011,S08000022,,0-44 years,,All,d,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,0-44 years,,Male,,Cerebrovascular Disease,0,,0,,0
2011,S08000022,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S08000022,,0-44 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,0-44 years,,Female,,Cerebrovascular Disease,0,,0,,0
2011,S08000022,,0-44 years,,Female,,Stroke,0,,0,,0
2011,S08000022,,0-44 years,,Female,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,45-64 years,,All,d,Cerebrovascular Disease,18,,18.61523,,17.81076
2011,S08000022,,45-64 years,,All,d,Stroke,9,,9.307617,,8.849222
2011,S08000022,,45-64 years,,All,d,Subarachnoid Haemorrhage,3,,3.102539,,3.055206
2011,S08000022,,45-64 years,,Male,,Cerebrovascular Disease,6,,12.62414,,11.96127
2011,S08000022,,45-64 years,,Male,,Stroke,4,,8.416092,,7.848958
2011,S08000022,,45-64 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,45-64 years,,Female,,Cerebrovascular Disease,12,,24.40661,,23.66024
2011,S08000022,,45-64 years,,Female,,Stroke,5,,10.16942,,9.849486
2011,S08000022,,45-64 years,,Female,,Subarachnoid Haemorrhage,3,,6.101654,,6.110412
2011,S08000022,,65-74 years,,All,d,Cerebrovascular Disease,45,,129.0471,,133.2865
2011,S08000022,,65-74 years,,All,d,Stroke,23,,65.95739,,68.75469
2011,S08000022,,65-74 years,,All,d,Subarachnoid Haemorrhage,7,,20.07399,,19.56842
2011,S08000022,,65-74 years,,Male,,Cerebrovascular Disease,22,,130.8122,,137.596
2011,S08000022,,65-74 years,,Male,,Stroke,13,,77.29813,,81.47143
2011,S08000022,,65-74 years,,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,65-74 years,,Female,,Cerebrovascular Disease,23,,127.4026,,128.977
2011,S08000022,,65-74 years,,Female,,Stroke,10,,55.39246,,56.03794
2011,S08000022,,65-74 years,,Female,,Subarachnoid Haemorrhage,7,,38.77472,,39.13684
2011,S08000022,,under75 years,d,All,d,Cerebrovascular Disease,63,,21.4563,,20.56586
2011,S08000022,,under75 years,d,All,d,Stroke,32,,10.89844,,10.5102
2011,S08000022,,under75 years,d,All,d,Subarachnoid Haemorrhage,10,,3.405763,,3.147598
2011,S08000022,,under75 years,d,Male,,Cerebrovascular Disease,28,,19.13549,,19.35969
2011,S08000022,,under75 years,d,Male,,Stroke,17,,11.61797,,11.68624
2011,S08000022,,under75 years,d,Male,,Subarachnoid Haemorrhage,0,,0,,0
2011,S08000022,,under75 years,d,Female,,Cerebrovascular Disease,35,,23.76184,,21.77203
2011,S08000022,,under75 years,d,Female,,Stroke,15,,10.18365,,9.334173
2011,S08000022,,under75 years,d,Female,,Subarachnoid Haemorrhage,10,,6.789097,,6.295195
2011,S08000022,,75plus years,,All,d,Cerebrovascular Disease,306,,1091.298,,1128.08
2011,S08000022,,75plus years,,All,d,Stroke,180,,641.9401,,653.5148
2011,S08000022,,75plus years,,All,d,Subarachnoid Haemorrhage,3,,10.699,,10.17835
2011,S08000022,,75plus years,,Male,,Cerebrovascular Disease,107,,948.3293,,1110.652
2011,S08000022,,75plus years,,Male,,Stroke,60,,531.7735,,614.2848
2011,S08000022,,75plus years,,Male,,Subarachnoid Haemorrhage,1,,8.862891,,8.221318
2011,S08000022,,75plus years,,Female,,Cerebrovascular Disease,199,,1187.563,,1145.508
2011,S08000022,,75plus years,,Female,,Stroke,120,,716.1186,,692.7449
2011,S08000022,,75plus years,,Female,,Subarachnoid Haemorrhage,2,,11.93531,,12.13539
2011,S08000024,,All,d,All,d,Cerebrovascular Disease,549,,65.62197,,83.74889
2011,S08000024,,All,d,All,d,Stroke,303,,36.21759,,45.10528
2011,S08000024,,All,d,All,d,Subarachnoid Haemorrhage,28,,3.34684,,3.868727
2011,S08000024,,All,d,Male,,Cerebrovascular Disease,192,,47.15267,,79.49657
2011,S08000024,,All,d,Male,,Stroke,92,,22.59399,,38.05666
2011,S08000024,,All,d,Male,,Subarachnoid Haemorrhage,13,,3.192628,,3.957156
2011,S08000024,,All,d,Female,,Cerebrovascular Disease,357,,83.135,,88.00121
2011,S08000024,,All,d,Female,,Stroke,211,,49.13582,,52.1539
2011,S08000024,,All,d,Female,,Subarachnoid Haemorrhage,15,,3.493067,,3.780298
2011,S08000024,,0-44 years,,All,d,Cerebrovascular Disease,7,,1.406086,,1.451096
2011,S08000024,,0-44 years,,All,d,Stroke,2,,0.401739,,0.428535
2011,S08000024,,0-44 years,,All,d,Subarachnoid Haemorrhage,3,,0.602608,,0.646077
2011,S08000024,,0-44 years,,Male,,Cerebrovascular Disease,4,,1.610073,,1.599446
2011,S08000024,,0-44 years,,Male,,Stroke,0,,0,,0
2011,S08000024,,0-44 years,,Male,,Subarachnoid Haemorrhage,2,,0.805036,,0.846478
2011,S08000024,,0-44 years,,Female,,Cerebrovascular Disease,3,,1.202887,,1.302746
2011,S08000024,,0-44 years,,Female,,Stroke,2,,0.801925,,0.857069
2011,S08000024,,0-44 years,,Female,,Subarachnoid Haemorrhage,1,,0.400962,,0.445677
2011,S08000024,,45-64 years,,All,d,Cerebrovascular Disease,36,,16.83714,,17.32793
2011,S08000024,,45-64 years,,All,d,Stroke,17,,7.950873,,8.288466
2011,S08000024,,45-64 years,,All,d,Subarachnoid Haemorrhage,10,,4.676984,,4.696218
2011,S08000024,,45-64 years,,Male,,Cerebrovascular Disease,22,,20.90142,,21.79625
2011,S08000024,,45-64 years,,Male,,Stroke,11,,10.45071,,10.9424
2011,S08000024,,45-64 years,,Male,,Subarachnoid Haemorrhage,4,,3.800258,,4.013402
2011,S08000024,,45-64 years,,Female,,Cerebrovascular Disease,14,,12.89645,,12.85961
2011,S08000024,,45-64 years,,Female,,Stroke,6,,5.52705,,5.634535
2011,S08000024,,45-64 years,,Female,,Subarachnoid Haemorrhage,6,,5.52705,,5.379034
2011,S08000024,,65-74 years,,All,d,Cerebrovascular Disease,72,,108.7203,,111.9021
2011,S08000024,,65-74 years,,All,d,Stroke,45,,67.95017,,69.06666
2011,S08000024,,65-74 years,,All,d,Subarachnoid Haemorrhage,8,,12.08003,,12.56341
