approx_year,council_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2011,Orkney Islands,65-74 years,Male,Cerebrovascular Disease,0,0,764.078322,NA,NA,79.01,NA,NA
2011,Orkney Islands,65-74 years,Male,Stroke,0,0,720.06811155,NA,NA,79.01,NA,NA
2011,Orkney Islands,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Orkney Islands,65-74 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Orkney Islands,75plus years,Female,Cerebrovascular Disease,0,0,836.671616425,NA,NA,1255.39,NA,NA
2011,Orkney Islands,75plus years,Female,Stroke,0,0,749.59394305,NA,NA,991.7,NA,NA
2011,Orkney Islands,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Orkney Islands,75plus years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Orkney Islands,75plus years,Male,Cerebrovascular Disease,0,0,1535.893623,NA,NA,833.65,NA,NA
2011,Orkney Islands,75plus years,Male,Stroke,0,0,1356.295922,NA,NA,602.17,NA,NA
2011,Orkney Islands,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Orkney Islands,75plus years,Male,TIAs and related syndromes,0,0,179.59770115,NA,NA,NA,NA,NA
2011,Perth & Kinross,0-44 years,Female,Cerebrovascular Disease,0,0,17.066591085,NA,NA,6.11,NA,NA
2011,Perth & Kinross,0-44 years,Female,Stroke,0,0,3.232287067,NA,NA,6.11,NA,NA
2011,Perth & Kinross,0-44 years,Female,Subarachnoid Haemorrhage,0,0,12.46896719,0,0,0,NA,NA
2011,Perth & Kinross,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Perth & Kinross,0-44 years,Male,Cerebrovascular Disease,NA,NA,21.8369966695,NA,NA,3.29,NA,NA
2011,Perth & Kinross,0-44 years,Male,Stroke,0,0,13.941661934999999,0,0,0,NA,NA
2011,Perth & Kinross,0-44 years,Male,Subarachnoid Haemorrhage,0,0,1.120975697,NA,NA,3.29,NA,NA
2011,Perth & Kinross,0-44 years,Male,TIAs and related syndromes,0,0,1.642544724,NA,NA,NA,NA,NA
2011,Perth & Kinross,45-64 years,Female,Cerebrovascular Disease,NA,NA,195.7153937475,NA,NA,9.02,NA,NA
2011,Perth & Kinross,45-64 years,Female,Stroke,NA,NA,96.80206804225,0,0,0,NA,NA
2011,Perth & Kinross,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,39.74063285975,NA,NA,4.2,NA,NA
2011,Perth & Kinross,45-64 years,Female,TIAs and related syndromes,0,0,27.100056405,NA,NA,NA,NA,NA
2011,Perth & Kinross,45-64 years,Male,Cerebrovascular Disease,NA,NA,291.34854508250004,NA,NA,14.45,NA,NA
2011,Perth & Kinross,45-64 years,Male,Stroke,0,0,189.839803125,NA,NA,9.44,NA,NA
2011,Perth & Kinross,45-64 years,Male,Subarachnoid Haemorrhage,0,0,39.0931086725,NA,NA,5.01,NA,NA
2011,Perth & Kinross,45-64 years,Male,TIAs and related syndromes,0,0,32.314562765,NA,NA,NA,NA,NA
2011,Perth & Kinross,65-74 years,Female,Cerebrovascular Disease,NA,NA,485.9950785575,NA,NA,83.9,NA,NA
2011,Perth & Kinross,65-74 years,Female,Stroke,0,0,335.597415,NA,NA,59.8,NA,NA
2011,Perth & Kinross,65-74 years,Female,Subarachnoid Haemorrhage,0,0,35.257853975,0,0,0,NA,NA
2011,Perth & Kinross,65-74 years,Female,TIAs and related syndromes,0,0,72.29780425999999,NA,NA,NA,NA,NA
2011,Perth & Kinross,65-74 years,Male,Cerebrovascular Disease,NA,NA,812.9475459175,NA,NA,80.96,NA,NA
2011,Perth & Kinross,65-74 years,Male,Stroke,0,0,618.222305075,NA,NA,53.98,NA,NA
2011,Perth & Kinross,65-74 years,Male,Subarachnoid Haemorrhage,0,0,6.435006435,0,0,0,NA,NA
2011,Perth & Kinross,65-74 years,Male,TIAs and related syndromes,NA,NA,153.6198008025,NA,NA,NA,NA,NA
2011,Perth & Kinross,75plus years,Female,Cerebrovascular Disease,NA,NA,1678.3244085,NA,NA,856.3,NA,NA
2011,Perth & Kinross,75plus years,Female,Stroke,0,0,1366.62011075,NA,NA,494.79,NA,NA
2011,Perth & Kinross,75plus years,Female,Subarachnoid Haemorrhage,0,0,4.9164208455,NA,NA,9.83,NA,NA
2011,Perth & Kinross,75plus years,Female,TIAs and related syndromes,0,0,168.76917623,NA,NA,NA,NA,NA
2011,Perth & Kinross,75plus years,Male,Cerebrovascular Disease,NA,NA,2245.20239858,NA,NA,964.61,NA,NA
2011,Perth & Kinross,75plus years,Male,Stroke,0,0,1800.3430075,NA,NA,382.68,NA,NA
2011,Perth & Kinross,75plus years,Male,Subarachnoid Haemorrhage,0,0,38.79577902,NA,NA,18.64,NA,NA
2011,Perth & Kinross,75plus years,Male,TIAs and related syndromes,0,0,233.49599665,NA,NA,NA,NA,NA
2011,Renfrewshire,0-44 years,Female,Cerebrovascular Disease,0,0,16.75689174,NA,NA,2.29,NA,NA
2011,Renfrewshire,0-44 years,Female,Stroke,0,0,6.35457918425,0,0,0,NA,NA
2011,Renfrewshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,6.32792328525,NA,NA,2.29,NA,NA
2011,Renfrewshire,0-44 years,Female,TIAs and related syndromes,0,0,2.9276303375,NA,NA,NA,NA,NA
2011,Renfrewshire,0-44 years,Male,Cerebrovascular Disease,0,0,19.08603803,0,0,0,NA,NA
2011,Renfrewshire,0-44 years,Male,Stroke,0,0,9.23287960475,0,0,0,NA,NA
2011,Renfrewshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,3.4945049285,0,0,0,NA,NA
2011,Renfrewshire,0-44 years,Male,TIAs and related syndromes,0,0,2.255151452,NA,NA,NA,NA,NA
2011,Renfrewshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,172.120511715,NA,NA,20.43,NA,NA
2011,Renfrewshire,45-64 years,Female,Stroke,NA,NA,125.68555600650001,NA,NA,8.23,NA,NA
2011,Renfrewshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,11.948048485,0,0,0,NA,NA
2011,Renfrewshire,45-64 years,Female,TIAs and related syndromes,0,0,21.45149436825,NA,NA,NA,NA,NA
2011,Renfrewshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,242.490347655,NA,NA,43.61,NA,NA
2011,Renfrewshire,45-64 years,Male,Stroke,NA,NA,143.697317703,NA,NA,39.33,NA,NA
2011,Renfrewshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,14.7481186525,0,0,0,NA,NA
2011,Renfrewshire,45-64 years,Male,TIAs and related syndromes,0,0,42.273542415,NA,NA,NA,NA,NA
2011,Renfrewshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,535.2382710475,NA,NA,195.28,NA,NA
2011,Renfrewshire,65-74 years,Female,Stroke,NA,NA,328.02174665,NA,NA,138.43,NA,NA
2011,Renfrewshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,22.739723195,NA,NA,11.37,NA,NA
2011,Renfrewshire,65-74 years,Female,TIAs and related syndromes,0,0,121.23172479499999,NA,NA,NA,NA,NA
2011,Renfrewshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,621.05134746,NA,NA,174.03,NA,NA
2011,Renfrewshire,65-74 years,Male,Stroke,NA,NA,455.623677635,NA,NA,94.87,NA,NA
2011,Renfrewshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,6.34612944,NA,NA,12.69,NA,NA
2011,Renfrewshire,65-74 years,Male,TIAs and related syndromes,0,0,53.779895,NA,NA,NA,NA,NA
2011,Renfrewshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1658.0055583725,NA,NA,1170.92,NA,NA
2011,Renfrewshire,75plus years,Female,Stroke,NA,NA,1289.1512253975,NA,NA,682.54,NA,NA
2011,Renfrewshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,13.3067198925,NA,NA,12.66,NA,NA
2011,Renfrewshire,75plus years,Female,TIAs and related syndromes,0,0,155.7902931425,NA,NA,NA,NA,NA
2011,Renfrewshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1808.6864540975,NA,NA,1411.9,NA,NA
2011,Renfrewshire,75plus years,Male,Stroke,NA,NA,1194.55696498,NA,NA,544.79,NA,NA
2011,Renfrewshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Renfrewshire,75plus years,Male,TIAs and related syndromes,0,0,284.23453037499996,NA,NA,NA,NA,NA
2011,Scottish Borders,0-44 years,Female,Cerebrovascular Disease,0,0,5.221649245,0,0,0,NA,NA
2011,Scottish Borders,0-44 years,Female,Stroke,0,0,1.633602551,0,0,0,NA,NA
2011,Scottish Borders,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Scottish Borders,0-44 years,Female,TIAs and related syndromes,0,0,3.5880466915,NA,NA,NA,NA,NA
2011,Scottish Borders,0-44 years,Male,Cerebrovascular Disease,NA,NA,42.351472833500004,NA,NA,4.79,NA,NA
2011,Scottish Borders,0-44 years,Male,Stroke,0,0,8.31071997575,NA,NA,4.79,NA,NA
2011,Scottish Borders,0-44 years,Male,Subarachnoid Haemorrhage,0,0,27.7893566765,0,0,0,NA,NA
2011,Scottish Borders,0-44 years,Male,TIAs and related syndromes,0,0,3.123605533,NA,NA,NA,NA,NA
2011,Scottish Borders,45-64 years,Female,Cerebrovascular Disease,NA,NA,182.586105475,NA,NA,16.72,NA,NA
2011,Scottish Borders,45-64 years,Female,Stroke,0,0,80.6725898,NA,NA,10.66,NA,NA
2011,Scottish Borders,45-64 years,Female,Subarachnoid Haemorrhage,0,0,57.406380562500004,NA,NA,6.06,NA,NA
2011,Scottish Borders,45-64 years,Female,TIAs and related syndromes,0,0,29.35123923,NA,NA,NA,NA,NA
2011,Scottish Borders,45-64 years,Male,Cerebrovascular Disease,NA,NA,245.4740753875,NA,NA,5.14,NA,NA
2011,Scottish Borders,45-64 years,Male,Stroke,0,0,178.1150012,NA,NA,5.14,NA,NA
2011,Scottish Borders,45-64 years,Male,Subarachnoid Haemorrhage,0,0,15.42552308825,0,0,0,NA,NA
2011,Scottish Borders,45-64 years,Male,TIAs and related syndromes,0,0,34.441045605,NA,NA,NA,NA,NA
2011,Scottish Borders,65-74 years,Female,Cerebrovascular Disease,NA,NA,419.8810954,NA,NA,74.75,NA,NA
2011,Scottish Borders,65-74 years,Female,Stroke,0,0,232.6090883,NA,NA,74.75,NA,NA
2011,Scottish Borders,65-74 years,Female,Subarachnoid Haemorrhage,0,0,60.04131714,0,0,0,NA,NA
2011,Scottish Borders,65-74 years,Female,TIAs and related syndromes,0,0,67.18937285,NA,NA,NA,NA,NA
2011,Scottish Borders,65-74 years,Male,Cerebrovascular Disease,NA,NA,715.1925829,NA,NA,168.15,NA,NA
2011,Scottish Borders,65-74 years,Male,Stroke,0,0,403.9475957,NA,NA,69.04,NA,NA
2011,Scottish Borders,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Scottish Borders,65-74 years,Male,TIAs and related syndromes,0,0,136.6943506825,NA,NA,NA,NA,NA
2011,Scottish Borders,75plus years,Female,Cerebrovascular Disease,0,0,1547.03966425,NA,NA,1164.06,NA,NA
2011,Scottish Borders,75plus years,Female,Stroke,0,0,1266.6041595,NA,NA,723.77,NA,NA
2011,Scottish Borders,75plus years,Female,Subarachnoid Haemorrhage,0,0,16.12478572,0,0,0,NA,NA
2011,Scottish Borders,75plus years,Female,TIAs and related syndromes,0,0,172.41105531,NA,NA,NA,NA,NA
2011,Scottish Borders,75plus years,Male,Cerebrovascular Disease,NA,NA,1700.8221815025,NA,NA,821.32,NA,NA
2011,Scottish Borders,75plus years,Male,Stroke,0,0,1301.609629,NA,NA,483.27,NA,NA
2011,Scottish Borders,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Scottish Borders,75plus years,Male,TIAs and related syndromes,0,0,282.5046897775,NA,NA,NA,NA,NA
2011,Shetland Islands,0-44 years,Female,Cerebrovascular Disease,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Female,Stroke,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Shetland Islands,0-44 years,Male,Cerebrovascular Disease,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Male,Stroke,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Shetland Islands,45-64 years,Female,Cerebrovascular Disease,0,0,206.0758907,NA,NA,29.38,NA,NA
2011,Shetland Islands,45-64 years,Female,Stroke,0,0,31.813621125,NA,NA,29.38,NA,NA
2011,Shetland Islands,45-64 years,Female,Subarachnoid Haemorrhage,0,0,111.3476739425,0,0,0,NA,NA
2011,Shetland Islands,45-64 years,Female,TIAs and related syndromes,0,0,62.9145956,NA,NA,NA,NA,NA
2011,Shetland Islands,45-64 years,Male,Cerebrovascular Disease,NA,NA,187.9119718975,0,0,0,NA,NA
2011,Shetland Islands,45-64 years,Male,Stroke,0,0,27.8346621075,0,0,0,NA,NA
2011,Shetland Islands,45-64 years,Male,Subarachnoid Haemorrhage,0,0,93.0108955475,0,0,0,NA,NA
2011,Shetland Islands,45-64 years,Male,TIAs and related syndromes,0,0,13.287270795,NA,NA,NA,NA,NA
2011,Shetland Islands,65-74 years,Female,Cerebrovascular Disease,0,0,102.84891495,NA,NA,102.85,NA,NA
2011,Shetland Islands,65-74 years,Female,Stroke,0,0,51.42445745,NA,NA,102.85,NA,NA
2011,Shetland Islands,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,65-74 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,Shetland Islands,65-74 years,Male,Cerebrovascular Disease,0,0,716.887848025,NA,NA,105.82,NA,NA
2011,Shetland Islands,65-74 years,Male,Stroke,0,0,663.977795075,0,0,0,NA,NA
2011,Shetland Islands,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,65-74 years,Male,TIAs and related syndromes,0,0,52.9100529,NA,NA,NA,NA,NA
2011,Shetland Islands,75plus years,Female,Cerebrovascular Disease,0,0,702.0982649025,NA,NA,913.47,NA,NA
2011,Shetland Islands,75plus years,Female,Stroke,0,0,377.2740098525,NA,NA,913.47,NA,NA
2011,Shetland Islands,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,75plus years,Female,TIAs and related syndromes,0,0,324.824255,NA,NA,NA,NA,NA
2011,Shetland Islands,75plus years,Male,Cerebrovascular Disease,0,0,897.35934185,NA,NA,173.61,NA,NA
2011,Shetland Islands,75plus years,Male,Stroke,0,0,897.35934185,NA,NA,173.61,NA,NA
2011,Shetland Islands,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Shetland Islands,75plus years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,South Ayrshire,0-44 years,Female,Cerebrovascular Disease,0,0,8.12650069,NA,NA,3.11,NA,NA
2011,South Ayrshire,0-44 years,Female,Stroke,0,0,3.4268168985,0,0,0,NA,NA
2011,South Ayrshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,1.5531946995,NA,NA,3.11,NA,NA
2011,South Ayrshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,South Ayrshire,0-44 years,Male,Cerebrovascular Disease,NA,NA,23.563021670250002,0,0,0,NA,NA
2011,South Ayrshire,0-44 years,Male,Stroke,0,0,21.947863855,0,0,0,NA,NA
2011,South Ayrshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,South Ayrshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2011,South Ayrshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,81.0731556875,NA,NA,22.45,NA,NA
2011,South Ayrshire,45-64 years,Female,Stroke,0,0,50.770573645,NA,NA,17.23,NA,NA
2011,South Ayrshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,5.222954885,0,0,0,NA,NA
2011,South Ayrshire,45-64 years,Female,TIAs and related syndromes,0,0,16.32990033925,NA,NA,NA,NA,NA
2011,South Ayrshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,198.9998781025,NA,NA,22.25,NA,NA
2011,South Ayrshire,45-64 years,Male,Stroke,NA,NA,139.9664458475,NA,NA,16.68,NA,NA
2011,South Ayrshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,19.33938884,NA,NA,5.56,NA,NA
2011,South Ayrshire,45-64 years,Male,TIAs and related syndromes,0,0,27.200317735,NA,NA,NA,NA,NA
2011,South Ayrshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,312.71678825749996,NA,NA,60.35,NA,NA
2011,South Ayrshire,65-74 years,Female,Stroke,0,0,187.386284525,NA,NA,60.35,NA,NA
2011,South Ayrshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,7.544209065,0,0,0,NA,NA
2011,South Ayrshire,65-74 years,Female,TIAs and related syndromes,0,0,88.19366846,NA,NA,NA,NA,NA
2011,South Ayrshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,566.4130876125,NA,NA,100.01,NA,NA
2011,South Ayrshire,65-74 years,Male,Stroke,0,0,387.01954185,NA,NA,67.39,NA,NA
2011,South Ayrshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,South Ayrshire,65-74 years,Male,TIAs and related syndromes,0,0,85.927079095,NA,NA,NA,NA,NA
2011,South Ayrshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1216.7603846325,NA,NA,1056.48,NA,NA
2011,South Ayrshire,75plus years,Female,Stroke,NA,NA,975.027397505,NA,NA,548.36,NA,NA
2011,South Ayrshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,South Ayrshire,75plus years,Female,TIAs and related syndromes,0,0,122.77370144,NA,NA,NA,NA,NA
2011,South Ayrshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1372.3993486175,NA,NA,1084.59,NA,NA
2011,South Ayrshire,75plus years,Male,Stroke,0,0,753.1163367,NA,NA,626.41,NA,NA
2011,South Ayrshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,South Ayrshire,75plus years,Male,TIAs and related syndromes,0,0,209.49889,NA,NA,NA,NA,NA
2011,South Lanarkshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,15.959168752,NA,NA,3.51,NA,NA
2011,South Lanarkshire,0-44 years,Female,Stroke,0,0,12.1590103575,NA,NA,1.24,NA,NA
2011,South Lanarkshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,1.75326703625,NA,NA,2.26,NA,NA
2011,South Lanarkshire,0-44 years,Female,TIAs and related syndromes,0,0,1.0234456782499999,NA,NA,NA,NA,NA
2011,South Lanarkshire,0-44 years,Male,Cerebrovascular Disease,NA,NA,17.4928822905,NA,NA,3.24,NA,NA
2011,South Lanarkshire,0-44 years,Male,Stroke,NA,NA,10.455366604750001,NA,NA,2.16,NA,NA
2011,South Lanarkshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,4.360532088,NA,NA,1.08,NA,NA
2011,South Lanarkshire,0-44 years,Male,TIAs and related syndromes,0,0,0.5404387125,NA,NA,NA,NA,NA
2011,South Lanarkshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,178.7976484,NA,NA,25.9,NA,NA
2011,South Lanarkshire,45-64 years,Female,Stroke,NA,NA,116.6911031595,NA,NA,21.44,NA,NA
2011,South Lanarkshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,10.8391425545,0,0,0,NA,NA
2011,South Lanarkshire,45-64 years,Female,TIAs and related syndromes,0,0,28.42657107,NA,NA,NA,NA,NA
2011,South Lanarkshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,219.1611129075,NA,NA,35.36,NA,NA
2011,South Lanarkshire,45-64 years,Male,Stroke,NA,NA,161.65487291275,NA,NA,23.48,NA,NA
2011,South Lanarkshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,14.695948165,NA,NA,2.39,NA,NA
2011,South Lanarkshire,45-64 years,Male,TIAs and related syndromes,NA,NA,21.090182476,NA,NA,NA,NA,NA
2011,South Lanarkshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,570.1535794824999,NA,NA,122.39,NA,NA
2011,South Lanarkshire,65-74 years,Female,Stroke,0,0,331.7808472,NA,NA,70.89,NA,NA
2011,South Lanarkshire,65-74 years,Female,Subarachnoid Haemorrhage,NA,NA,25.114624495,0,0,0,NA,NA
2011,South Lanarkshire,65-74 years,Female,TIAs and related syndromes,NA,NA,101.410829165,NA,NA,NA,NA,NA
2011,South Lanarkshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,761.51270359,NA,NA,170.35,NA,NA
2011,South Lanarkshire,65-74 years,Male,Stroke,0,0,473.21425785,NA,NA,84.62,NA,NA
2011,South Lanarkshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,3.997569478,NA,NA,8,NA,NA
2011,South Lanarkshire,65-74 years,Male,TIAs and related syndromes,0,0,133.2648597875,NA,NA,NA,NA,NA
2011,South Lanarkshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1960.9105215925001,NA,NA,1011.66,NA,NA
2011,South Lanarkshire,75plus years,Female,Stroke,0,0,1295.7596305,NA,NA,541.02,NA,NA
2011,South Lanarkshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,32.393774945,NA,NA,27.13,NA,NA
2011,South Lanarkshire,75plus years,Female,TIAs and related syndromes,0,0,225.5922193,NA,NA,NA,NA,NA
2011,South Lanarkshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1937.05703001,NA,NA,891.83,NA,NA
2011,South Lanarkshire,75plus years,Male,Stroke,NA,NA,1247.520277105,NA,NA,487.19,NA,NA
2011,South Lanarkshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,53.1919992525,NA,NA,9.93,NA,NA
2011,South Lanarkshire,75plus years,Male,TIAs and related syndromes,NA,NA,171.55523306375,NA,NA,NA,NA,NA
2011,Stirling,0-44 years,Female,Cerebrovascular Disease,0,0,24.8417754125,0,0,0,NA,NA
2011,Stirling,0-44 years,Female,Stroke,0,0,21.1338340625,0,0,0,NA,NA
2011,Stirling,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Stirling,0-44 years,Female,TIAs and related syndromes,0,0,1.8539706755,NA,NA,NA,NA,NA
2011,Stirling,0-44 years,Male,Cerebrovascular Disease,NA,NA,57.95352649325,0,0,0,NA,NA
2011,Stirling,0-44 years,Male,Stroke,0,0,25.3163050825,0,0,0,NA,NA
2011,Stirling,0-44 years,Male,Subarachnoid Haemorrhage,NA,NA,23.8582140415,0,0,0,NA,NA
2011,Stirling,0-44 years,Male,TIAs and related syndromes,0,0,8.77900735975,NA,NA,NA,NA,NA
2011,Stirling,45-64 years,Female,Cerebrovascular Disease,NA,NA,277.0799254775,NA,NA,7.1,NA,NA
2011,Stirling,45-64 years,Female,Stroke,0,0,109.1102319975,0,0,0,NA,NA
2011,Stirling,45-64 years,Female,Subarachnoid Haemorrhage,0,0,44.86371151,0,0,0,NA,NA
2011,Stirling,45-64 years,Female,TIAs and related syndromes,0,0,30.39501233,NA,NA,NA,NA,NA
2011,Stirling,45-64 years,Male,Cerebrovascular Disease,NA,NA,159.6333472425,0,0,0,NA,NA
2011,Stirling,45-64 years,Male,Stroke,NA,NA,63.18466098925,0,0,0,NA,NA
2011,Stirling,45-64 years,Male,Subarachnoid Haemorrhage,0,0,12.638801120750001,0,0,0,NA,NA
2011,Stirling,45-64 years,Male,TIAs and related syndromes,0,0,58.0140835075,NA,NA,NA,NA,NA
2011,Stirling,65-74 years,Female,Cerebrovascular Disease,NA,NA,680.8793121125001,NA,NA,21.28,NA,NA
2011,Stirling,65-74 years,Female,Stroke,0,0,253.0912644,NA,NA,21.28,NA,NA
2011,Stirling,65-74 years,Female,Subarachnoid Haemorrhage,0,0,219.4936297,0,0,0,NA,NA
2011,Stirling,65-74 years,Female,TIAs and related syndromes,0,0,97.4249528,NA,NA,NA,NA,NA
2011,Stirling,65-74 years,Male,Cerebrovascular Disease,0,0,758.97402455,NA,NA,52.33,NA,NA
2011,Stirling,65-74 years,Male,Stroke,0,0,368.0975954,NA,NA,52.33,NA,NA
2011,Stirling,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2011,Stirling,65-74 years,Male,TIAs and related syndromes,0,0,149.08642248,NA,NA,NA,NA,NA
2011,Stirling,75plus years,Female,Cerebrovascular Disease,NA,NA,1753.7911008425,NA,NA,1354.42,NA,NA
2011,Stirling,75plus years,Female,Stroke,NA,NA,957.4833591175,NA,NA,757.87,NA,NA
2011,Stirling,75plus years,Female,Subarachnoid Haemorrhage,0,0,10.27538019,NA,NA,20.55,NA,NA
2011,Stirling,75plus years,Female,TIAs and related syndromes,0,0,183.2897975,NA,NA,NA,NA,NA
2011,Stirling,75plus years,Male,Cerebrovascular Disease,NA,NA,1939.235932345,NA,NA,382.14,NA,NA
2011,Stirling,75plus years,Male,Stroke,0,0,948.24961805,NA,NA,73.79,NA,NA
2011,Stirling,75plus years,Male,Subarachnoid Haemorrhage,0,0,64.75006475,0,0,0,NA,NA
2011,Stirling,75plus years,Male,TIAs and related syndromes,0,0,117.131917845,NA,NA,NA,NA,NA
2011,West Dunbartonshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,25.949632105,0,0,0,NA,NA
2011,West Dunbartonshire,0-44 years,Female,Stroke,NA,NA,16.6527430215,0,0,0,NA,NA
2011,West Dunbartonshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,1.7550721585,0,0,0,NA,NA
2011,West Dunbartonshire,0-44 years,Female,TIAs and related syndromes,0,0,5.786744766,NA,NA,NA,NA,NA
2011,West Dunbartonshire,0-44 years,Male,Cerebrovascular Disease,0,0,26.089748319999998,NA,NA,13.3,NA,NA
2011,West Dunbartonshire,0-44 years,Male,Stroke,0,0,17.90605957925,NA,NA,5.12,NA,NA
2011,West Dunbartonshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,8.18,NA,NA
2011,West Dunbartonshire,0-44 years,Male,TIAs and related syndromes,0,0,6.13776655475,NA,NA,NA,NA,NA
2011,West Dunbartonshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,123.39587760500001,NA,NA,14.23,NA,NA
2011,West Dunbartonshire,45-64 years,Female,Stroke,NA,NA,56.39796624825,NA,NA,7.38,NA,NA
